start_datetime duration liters month hour day max_flow fixture
1572070865 75 5436 10 8 5 76 washbasin
1557261812 135 5431 5 22 1 45 washbasin
1572213948 100 5392 10 23 6 56 washbasin
1569071135 98 5368 9 15 5 58 kitchenfaucet
1567600676 93 5359 9 14 2 63 kitchenfaucet
1563147491 56 5355 7 1 0 103 kitchenfaucet
1571736369 89 5293 10 11 1 65 washbasin
1560069526 87 5276 6 10 6 67 kitchenfaucet
1552809315 146 5269 3 8 6 45 washbasin
1550474921 123 5220 2 8 0 74 washbasin
1558507610 84 5190 5 8 2 85 washbasin
1550560359 76 5153 2 8 1 72 bidet
1562902064 58 5142 7 5 4 94 washbasin
1570717868 49 5127 10 16 3 108 washbasin
1570195144 55 5095 10 15 4 101 washbasin
1558767471 120 5066 5 8 5 69 kitchenfaucet
1553461911 90 5063 3 22 6 63 washbasin
1559671003 137 5053 6 19 1 47 washbasin
1562510324 75 5048 7 16 6 83 shower
1569383838 67 5000 9 5 2 76 washbasin
1571687767 77 4992 10 21 0 76 kitchenfaucet
1559470106 124 4953 6 12 6 45 washbasin
1569506432 14 4870 9 16 3 650 kitchenfaucet
1557987102 91 4856 5 8 3 67 washbasin
1558165686 61 4831 5 9 5 83 washbasin
1568093160 112 4825 9 7 1 45 washbasin
1550853568 89 4794 2 17 4 56 washbasin
1562392936 42 4744 7 8 5 121 bidet
1551080387 80 4743 2 8 0 67 washbasin
1552657778 101 4731 3 14 4 56 bidet
1557813477 74 4730 5 7 1 78 washbasin
1562610132 80 4727 7 20 0 63 washbasin
1553344549 22 4701 3 13 5 828 kitchenfaucet
1559652793 117 4699 6 14 1 45 kitchenfaucet
1569228498 89 4661 9 10 0 85 bidet
1550561149 85 4632 2 8 1 58 washbasin
1570360936 100 4624 10 13 6 49 kitchenfaucet
1562442306 119 4595 7 21 5 42 kitchenfaucet
1562803433 80 4593 7 2 3 65 kitchenfaucet
1557899578 73 4577 5 7 2 65 washbasin
1564474980 85 4563 7 10 1 60 kitchenfaucet
1559483000 79 4540 6 15 6 63 bidet
1570863962 86 4519 10 9 5 85 washbasin
1560685542 91 4518 6 13 6 51 kitchenfaucet
1550416829 63 4502 2 16 6 78 washbasin
1560332947 66 4478 6 11 2 76 washbasin
1564492761 131 4474 7 15 1 150 kitchenfaucet
1560230739 102 4450 6 7 1 69 kitchenfaucet
1562192177 86 4444 7 0 3 92 bidet
1569245402 76 4431 9 15 0 83 kitchenfaucet
1555051543 66 4414 4 8 4 83 washbasin
1551683932 89 4405 3 8 0 58 washbasin
1560836384 114 4395 6 7 1 63 shower
1571489581 97 4390 10 14 5 74 kitchenfaucet
1556975298 57 4389 5 15 5 81 kitchenfaucet
1565020761 81 4373 8 17 0 56 kitchenfaucet
1563443950 77 4358 7 11 3 63 kitchenfaucet
1568611558 79 4354 9 7 0 56 kitchenfaucet
1557292570 106 4319 5 7 2 45 kitchenfaucet
1570513686 78 4316 10 7 1 58 washbasin
1558418930 67 4304 5 8 1 69 washbasin
1555309152 57 4302 4 8 0 81 washbasin
1565039659 96 4299 8 23 0 60 kitchenfaucet
1550929956 82 4287 2 14 5 58 washbasin
1556958197 64 4260 5 10 5 69 washbasin
1561483020 75 4254 6 19 1 58 washbasin
1552321886 67 4224 3 17 0 69 washbasin
1560536199 114 4223 6 20 4 49 washbasin
1560147146 69 4204 6 8 0 69 kitchenfaucet
1560148865 69 4184 6 8 0 63 washbasin
1550560875 81 4162 2 8 1 60 bidet
1567266349 145 4144 8 17 5 31 washbasin
1566199220 54 4127 8 9 0 85 washbasin
1562804690 49 4077 7 2 3 85 kitchenfaucet
1551477102 74 4064 3 22 4 58 bidet
1560876677 60 4053 6 18 1 72 bidet
1564392716 55 4041 7 11 0 85 kitchenfaucet
1560494432 76 3993 6 8 4 78 washbasin
1570169337 74 3970 10 8 4 58 washbasin
1562899240 102 3954 7 4 4 42 washbasin
1567405147 65 3954 9 8 0 67 washbasin
1562804614 42 3940 7 2 3 99 kitchenfaucet
1564474935 42 3915 7 10 1 96 kitchenfaucet
1570365719 57 3897 10 14 6 72 kitchenfaucet
1553599881 99 3886 3 12 1 42 washbasin
1551605130 102 3855 3 10 6 42 washbasin
1554111214 12 3851 4 11 0 612 kitchenfaucet
1571206145 78 3839 10 8 2 56 washbasin
1557179056 62 3829 5 23 0 74 kitchenfaucet
1560013321 94 3814 6 19 5 42 kitchenfaucet
1572275886 42 3804 10 16 0 141 shower
1569752396 58 3786 9 12 6 76 washbasin
1570652442 84 3774 10 22 2 49 washbasin
1558793912 54 3773 5 16 5 74 washbasin
1560751852 80 3767 6 8 0 49 washbasin
1555482225 70 3745 4 8 2 78 washbasin
1572295542 60 3737 10 21 0 67 washbasin
1552461393 81 3736 3 8 2 49 bidet
1570365827 76 3728 10 14 6 51 kitchenfaucet
1570355634 77 3700 10 11 6 63 kitchenfaucet
1561355927 113 3693 6 7 0 36 washbasin
1556049500 66 3676 4 21 1 58 kitchenfaucet
1553205017 59 3671 3 22 3 67 washbasin
1563011195 83 3667 7 11 5 49 washbasin
1570651967 71 3665 10 22 2 69 bidet
1568566343 75 3661 9 18 6 56 bidet
1553425090 65 3649 3 11 6 63 kitchenfaucet
1556829264 96 3638 5 22 3 67 kitchenfaucet
1568702409 53 3632 9 8 1 72 washbasin
1553081685 89 3620 3 12 2 45 kitchenfaucet
1567266708 94 3619 8 17 5 40 washbasin
1555162287 65 3615 4 15 5 60 washbasin
1553627095 73 3586 3 20 1 51 kitchenfaucet
1559021266 56 3586 5 7 1 67 washbasin
1552979070 79 3584 3 8 1 47 washbasin
1556395070 53 3584 4 21 5 74 washbasin
1563294472 76 3577 7 18 1 69 washbasin
1562439823 33 3559 7 21 5 117 washbasin
1569260359 63 3544 9 19 0 72 shower
1550694259 36 3532 2 21 2 103 washbasin
1567241242 108 3528 8 10 5 36 kitchenfaucet
1561922974 61 3520 6 21 6 60 washbasin
1558598407 96 3503 5 10 3 38 washbasin
1570375488 56 3501 10 17 6 67 washbasin
1559632284 68 3462 6 9 1 58 kitchenfaucet
1552684808 76 3457 3 22 4 51 kitchenfaucet
1561148036 81 3455 6 22 4 54 washbasin
1559891504 139 3437 6 9 4 31 kitchenfaucet
1557178895 45 3435 5 23 0 78 kitchenfaucet
1559384813 62 3430 6 12 5 58 kitchenfaucet
1560920957 58 3430 6 7 2 63 kitchenfaucet
1570688048 93 3410 10 8 3 40 washbasin
1557164197 56 3406 5 19 0 67 kitchenfaucet
1556270216 77 3404 4 11 4 58 kitchenfaucet
1567168237 59 3396 8 14 4 60 kitchenfaucet
1572295432 55 3391 10 21 0 67 bidet
1560925349 56 3384 6 8 2 65 kitchenfaucet
1553590439 76 3365 3 9 1 49 washbasin
1555976319 39 3365 4 1 1 101 washbasin
1556516774 91 3362 4 7 0 54 washbasin
1571032496 67 3362 10 7 0 54 washbasin
1571061294 29 3361 10 15 0 121 washbasin
1555180100 59 3336 4 20 5 63 washbasin
1557172245 62 3329 5 21 0 56 kitchenfaucet
1568451367 68 3321 9 10 5 60 washbasin
1557169543 112 3314 5 21 0 65 kitchenfaucet
1569944102 78 3313 10 17 1 45 washbasin
1559722373 86 3307 6 10 2 40 kitchenfaucet
1558336510 27 3301 5 9 0 132 bidet
1553599226 89 3297 3 12 1 38 kitchenfaucet
1558595241 53 3278 5 9 3 65 kitchenfaucet
1569327390 33 3278 9 14 1 105 washbasin
1570601440 98 3273 10 8 2 38 washbasin
1565019596 89 3272 8 17 0 40 kitchenfaucet
1556865724 88 3261 5 8 4 47 washbasin
1571695653 52 3253 10 0 1 65 washbasin
1570141560 74 3244 10 0 4 56 bidet
1564556152 65 3214 7 8 2 51 washbasin
1569305525 88 3160 9 8 1 38 washbasin
1560008793 74 3154 6 17 5 78 kitchenfaucet
1565049869 144 3154 8 2 1 90 kitchenfaucet
1569523846 50 3154 9 20 3 67 kitchenfaucet
1566748345 76 3153 8 17 6 45 washbasin
1569200533 63 3150 9 3 0 54 washbasin
1567664219 52 3148 9 8 3 65 washbasin
1554355436 101 3147 4 7 3 33 washbasin
1563091958 53 3146 7 10 6 63 bidet
1569676362 56 3142 9 15 5 63 washbasin
1569050350 70 3141 9 9 5 47 washbasin
1558362594 61 3131 5 16 0 67 kitchenfaucet
1554877338 92 3129 4 8 2 36 washbasin
1556825350 114 3122 5 21 3 38 kitchenfaucet
1553598751 70 3118 3 12 1 47 kitchenfaucet
1556700393 38 3107 5 10 2 85 washbasin
1569481208 68 3106 9 9 3 49 kitchenfaucet
1557469550 86 3103 5 8 4 42 washbasin
1559730053 101 3102 6 12 2 36 washbasin
1564015443 71 3100 7 2 3 49 shower
1559603952 43 3087 6 1 1 76 washbasin
1561145322 53 3070 6 21 4 60 kitchenfaucet
1570861344 37 3070 10 8 5 103 washbasin
1559461914 66 3065 6 9 6 49 kitchenfaucet
1558769475 84 3059 5 9 5 40 washbasin
1556293192 68 3056 4 17 4 69 washbasin
1559593274 69 3039 6 22 0 47 bidet
1550687118 49 3034 2 19 2 65 washbasin
1569481102 42 3030 9 8 3 76 kitchenfaucet
1560493904 46 3028 6 8 4 74 washbasin
1568676098 49 3027 9 1 1 65 washbasin
1570939675 90 3019 10 6 6 96 washbasin
1557293229 90 3018 5 7 2 36 washbasin
1568958649 87 3018 9 7 4 38 washbasin
1562958184 135 3010 7 21 4 29 washbasin
1563092797 65 3003 7 10 6 49 washbasin
1551436651 16 3002 3 11 4 425 kitchenfaucet
1553419727 71 2995 3 10 6 49 washbasin
1567174920 195 2991 8 16 4 20 shower
1558097465 33 2979 5 14 4 96 washbasin
1558457466 54 2976 5 18 1 58 bidet
1568153248 53 2971 9 0 2 58 washbasin
1553426777 33 2970 3 12 6 96 kitchenfaucet
1550996921 83 2966 2 9 6 38 washbasin
1560147805 65 2953 6 8 0 58 kitchenfaucet
1554233267 40 2952 4 21 1 101 kitchenfaucet
1556353709 43 2944 4 10 5 72 kitchenfaucet
1566197515 131 2933 8 8 0 33 washbasin
1556778584 100 2931 5 8 3 33 washbasin
1569506464 16 2930 9 16 3 902 kitchenfaucet
1559464205 47 2925 6 10 6 74 bidet
1562804758 55 2919 7 2 3 54 kitchenfaucet
1569217922 41 2911 9 7 0 76 washbasin
1557180435 119 2909 5 0 1 63 kitchenfaucet
1556699752 82 2900 5 10 2 38 kitchenfaucet
1559207382 91 2900 5 11 3 47 kitchenfaucet
1554538499 81 2896 4 10 5 38 washbasin
1551932713 88 2895 3 5 3 36 washbasin
1568454452 44 2888 9 11 5 67 bidet
1555747091 39 2877 4 9 5 81 bidet
1570861279 63 2877 10 8 5 49 washbasin
1569249999 39 2872 9 16 0 78 washbasin
1571811173 82 2872 10 8 2 38 washbasin
1561533894 78 2866 6 9 2 54 bidet
1570908266 20 2862 10 21 5 153 kitchenfaucet
1561315209 52 2859 6 20 6 58 washbasin
1571332070 61 2851 10 19 3 51 kitchenfaucet
1552242091 73 2848 3 19 6 40 washbasin
1555934332 47 2845 4 13 0 72 washbasin
1568443612 42 2841 9 8 5 72 washbasin
1556958111 40 2829 5 10 5 74 bidet
1560333616 38 2829 6 12 2 92 washbasin
1551336365 81 2828 2 7 3 36 washbasin
1560617458 65 2825 6 18 5 45 washbasin
1569217549 76 2824 9 7 0 40 washbasin
1559147918 62 2821 5 18 2 60 washbasin
1560200554 51 2819 6 23 0 58 kitchenfaucet
1557986737 48 2806 5 8 3 60 bidet
1562767309 86 2805 7 16 2 45 washbasin
1560062614 72 2803 6 8 6 76 kitchenfaucet
1571773407 45 2796 10 21 1 67 washbasin
1559987841 86 2792 6 11 5 36 washbasin
1550996712 45 2789 2 9 6 67 bidet
1560208723 28 2788 6 1 1 103 washbasin
1558165829 49 2786 5 9 5 63 washbasin
1561551167 63 2781 6 14 2 67 washbasin
1565046579 61 2779 8 1 1 49 kitchenfaucet
1556325469 29 2772 4 2 5 99 washbasin
1558268311 51 2765 5 14 6 58 kitchenfaucet
1551528301 51 2763 3 13 5 56 kitchenfaucet
1571148711 55 2763 10 16 1 105 washbasin
1551250742 33 2761 2 7 2 90 washbasin
1550736010 64 2759 2 9 3 51 washbasin
1564124358 68 2754 7 8 4 42 washbasin
1556435917 99 2752 4 9 6 31 washbasin
1553428220 35 2747 3 12 6 87 kitchenfaucet
1571473485 61 2747 10 10 5 56 kitchenfaucet
1552737627 61 2747 3 13 5 47 washbasin
1557174650 65 2745 5 22 0 47 bidet
1551444650 78 2744 3 13 4 38 washbasin
1558351726 45 2743 5 13 0 65 kitchenfaucet
1550853864 48 2728 2 17 4 69 bidet
1569667583 92 2726 9 12 5 33 washbasin
1563873392 84 2717 7 11 1 47 washbasin
1569616687 43 2708 9 22 4 128 washbasin
1558355563 43 2707 5 14 0 69 washbasin
1557172158 59 2703 5 21 0 51 kitchenfaucet
1564211925 50 2701 7 9 5 60 washbasin
1567600614 50 2694 9 14 2 56 kitchenfaucet
1556753886 34 2693 5 1 3 83 bidet
1556266924 67 2692 4 10 4 45 kitchenfaucet
1570437584 55 2685 10 10 0 51 washbasin
1563286519 89 2680 7 16 1 36 washbasin
1553101300 81 2679 3 18 2 36 washbasin
1552516622 45 2671 3 23 2 63 washbasin
1558772492 64 2671 5 10 5 96 washbasin
1567533115 46 2661 9 19 1 60 kitchenfaucet
1570950553 77 2661 10 9 6 47 kitchenfaucet
1550735648 47 2650 2 8 3 60 bidet
1562826105 82 2642 7 8 3 36 washbasin
1551515435 38 2641 3 9 5 155 kitchenfaucet
1556999867 54 2638 5 21 5 58 kitchenfaucet
1559213290 32 2638 5 12 3 87 kitchenfaucet
1562765294 30 2637 7 15 2 92 kitchenfaucet
1553344821 47 2633 3 13 5 58 kitchenfaucet
1564394139 27 2628 7 11 0 159 shower
1550786357 47 2618 2 22 3 60 bidet
1561012856 35 2608 6 8 3 78 bidet
1553794872 62 2608 3 18 3 45 washbasin
1559199514 78 2600 5 8 3 36 washbasin
1560059863 38 2598 6 7 6 72 kitchenfaucet
1554453264 95 2596 4 10 4 33 washbasin
1562160461 38 2595 7 15 2 76 bidet
1568702342 39 2594 9 8 1 72 bidet
1564172549 33 2592 7 22 4 83 washbasin
1571419389 74 2589 10 19 4 38 washbasin
1554233190 76 2587 4 21 1 81 kitchenfaucet
1567457182 79 2587 9 22 0 56 kitchenfaucet
1550415926 38 2581 2 16 6 74 bidet
1551193481 48 2579 2 16 1 56 bidet
1554625497 29 2579 4 10 6 94 washbasin
1555480633 97 2579 4 7 2 31 washbasin
1560468543 83 2577 6 1 4 33 kitchenfaucet
1564517556 72 2576 7 22 1 72 kitchenfaucet
1571120879 51 2576 10 8 1 56 washbasin
1571291441 39 2572 10 7 3 69 bidet
1563301811 34 2567 7 20 1 92 washbasin
1569509128 38 2564 9 16 3 69 washbasin
1568181836 72 2561 9 8 2 42 washbasin
1565045703 112 2559 8 0 1 29 kitchenfaucet
1551797792 82 2559 3 15 1 33 washbasin
1562518990 41 2559 7 19 6 83 washbasin
1570513057 31 2553 10 7 1 85 bidet
1571094055 45 2553 10 1 1 72 washbasin
1570902043 40 2550 10 19 5 67 kitchenfaucet
1560947217 43 2550 6 14 2 63 washbasin
1554114611 32 2548 4 12 0 83 washbasin
1550655750 37 2547 2 10 2 76 washbasin
1555186985 35 2547 4 22 5 78 washbasin
1571772147 45 2544 10 21 1 60 kitchenfaucet
1559441633 49 2532 6 4 6 54 washbasin
1570972835 49 2532 10 15 6 56 washbasin
1559912067 65 2530 6 14 4 40 kitchenfaucet
1556049746 40 2529 4 22 1 67 kitchenfaucet
1560192333 83 2526 6 20 0 36 kitchenfaucet
1563114279 71 2522 7 16 6 40 kitchenfaucet
1568738787 51 2516 9 18 1 51 bidet
1569943665 51 2516 10 17 1 51 washbasin
1568058564 46 2515 9 21 0 56 kitchenfaucet
1550474379 41 2514 2 8 0 63 bidet
1560810008 52 2514 6 0 1 49 washbasin
1560406661 62 2511 6 8 3 51 washbasin
1556355842 75 2508 4 11 5 36 washbasin
1552729041 76 2502 3 10 5 38 kitchenfaucet
1559912189 42 2494 6 14 4 63 kitchenfaucet
1571744967 54 2493 10 13 1 69 kitchenfaucet
1567165650 98 2492 8 13 4 29 kitchenfaucet
1560836584 89 2488 6 7 1 31 washbasin
1557043700 81 2478 5 10 6 31 washbasin
1550417017 96 2477 2 16 6 47 washbasin
1554563618 65 2470 4 17 5 40 bidet
1557332916 52 2469 5 18 2 56 washbasin
1554482562 37 2468 4 18 4 72 washbasin
1559375912 16 2465 6 9 5 182 kitchenfaucet
1560494277 31 2460 6 8 4 90 bidet
1557168940 27 2456 5 20 0 112 kitchenfaucet
1558767413 56 2456 5 8 5 56 kitchenfaucet
1555051210 44 2454 4 8 4 58 bidet
1570651757 45 2454 10 22 2 58 washbasin
1567875567 75 2453 9 18 5 36 washbasin
1564476054 78 2445 7 10 1 33 washbasin
1570911504 28 2436 10 22 5 92 kitchenfaucet
1567267878 85 2434 8 18 5 31 washbasin
1552239834 33 2429 3 18 6 76 bidet
1570976399 37 2423 10 16 6 69 bidet
1572008634 35 2418 10 15 4 121 washbasin
1565022909 43 2416 8 18 0 58 kitchenfaucet
1557169276 52 2413 5 21 0 49 kitchenfaucet
1564209616 59 2405 7 8 5 42 kitchenfaucet
1568813147 23 2400 9 15 2 110 bidet
1562567309 38 2400 7 8 0 65 washbasin
1557293010 38 2389 5 7 2 67 bidet
1569139082 42 2386 9 9 6 58 washbasin
1571331679 46 2377 10 19 3 54 bidet
1552752662 43 2371 3 17 5 58 kitchenfaucet
1572178235 42 2369 10 13 6 60 washbasin
1561357529 49 2368 6 8 0 51 washbasin
1552634751 64 2363 3 8 4 40 kitchenfaucet
1556436151 49 2361 4 9 6 51 bidet
1551683833 60 2359 3 8 0 42 washbasin
1561207578 37 2355 6 14 5 67 kitchenfaucet
1571138747 42 2348 10 13 1 110 kitchenfaucet
1570720363 30 2345 10 17 3 103 kitchenfaucet
1568819891 60 2344 9 17 2 40 washbasin
1569482292 35 2341 9 9 3 74 kitchenfaucet
1559393806 40 2337 6 14 5 65 kitchenfaucet
1560652315 37 2330 6 4 6 85 washbasin
1564986688 45 2329 8 8 0 56 bidet
1554876867 47 2327 4 8 2 54 bidet
1563175851 73 2327 7 9 0 36 washbasin
1570773223 39 2321 10 7 4 65 washbasin
1552547198 85 2318 3 8 3 31 washbasin
1562443218 46 2316 7 22 5 56 washbasin
1561102564 60 2315 6 9 4 42 kitchenfaucet
1563134183 31 2310 7 21 6 78 washbasin
1563301592 63 2303 7 20 1 40 bidet
1559733782 44 2299 6 13 2 54 washbasin
1563094761 23 2298 7 10 6 105 bidet
1560493652 75 2293 6 8 4 33 washbasin
1553498309 45 2292 3 8 0 54 washbasin
1557379410 89 2291 5 7 3 29 washbasin
1556792457 30 2283 5 12 3 81 bidet
1554964687 47 2275 4 8 3 51 bidet
1563114637 36 2274 7 16 6 65 kitchenfaucet
1568707522 53 2272 9 10 1 45 washbasin
1562151192 57 2269 7 12 2 110 kitchenfaucet
1564933194 122 2265 8 17 6 47 kitchenfaucet
1561223400 99 2262 6 19 5 36 washbasin
1560453276 17 2261 6 21 3 146 washbasin
1572249528 66 2256 10 8 0 38 washbasin
1553080882 73 2254 3 12 2 38 kitchenfaucet
1570903909 54 2254 10 20 5 45 kitchenfaucet
1562467522 40 2250 7 4 6 58 bidet
1558116063 39 2248 5 20 4 141 kitchenfaucet
1558300443 46 2248 5 23 6 51 kitchenfaucet
1552807924 50 2243 3 8 6 47 kitchenfaucet
1563639111 66 2243 7 18 5 38 kitchenfaucet
1572103601 63 2243 10 17 5 51 washbasin
1561221643 23 2241 6 18 5 101 bidet
1556013117 70 2241 4 11 1 33 washbasin
1563121136 50 2240 7 18 6 49 washbasin
1551605056 42 2236 3 10 6 58 bidet
1570560810 57 2235 10 20 1 42 washbasin
1572292242 44 2226 10 20 0 54 kitchenfaucet
1555161843 46 2222 4 15 5 51 bidet
1556865375 54 2215 5 8 4 45 bidet
1568114399 50 2213 9 13 1 45 washbasin
1553420735 40 2210 3 10 6 74 kitchenfaucet
1561962840 37 2207 7 8 0 65 washbasin
1561440866 55 2198 6 7 1 47 washbasin
1558252822 33 2191 5 10 6 69 bidet
1572217874 34 2191 10 0 0 72 washbasin
1557177887 33 2187 5 23 0 67 kitchenfaucet
1560836280 36 2182 6 7 1 65 bidet
1556702935 37 2182 5 11 2 67 washbasin
1561266689 58 2182 6 7 6 40 washbasin
1569943940 48 2181 10 17 1 47 washbasin
1569525375 65 2177 9 21 3 38 kitchenfaucet
1550560508 34 2171 2 8 1 72 washbasin
1562803169 57 2169 7 1 3 40 kitchenfaucet
1553354464 80 2168 3 16 5 29 bidet
1571379034 48 2168 10 8 4 49 washbasin
1561147919 57 2167 6 22 4 40 washbasin
1555394964 33 2166 4 8 1 69 kitchenfaucet
1558770542 31 2163 5 9 5 85 kitchenfaucet
1569244598 16 2162 9 15 0 166 kitchenfaucet
1571981456 34 2159 10 7 4 65 washbasin
1563009983 46 2150 7 11 5 49 bidet
1560802692 37 2150 6 22 0 63 kitchenfaucet
1564390658 92 2150 7 10 0 29 washbasin
1556271587 39 2149 4 11 4 58 kitchenfaucet
1571475197 64 2145 10 10 5 38 washbasin
1555764033 72 2142 4 14 5 31 washbasin
1553842499 81 2137 3 7 4 31 washbasin
1562676533 56 2136 7 14 1 42 washbasin
1560652373 59 2135 6 4 6 38 bidet
1570374866 32 2135 10 17 6 72 washbasin
1565885369 53 2131 8 18 3 42 washbasin
1554965457 114 2130 4 8 3 27 washbasin
1570141517 41 2129 10 0 4 67 bidet
1568821317 29 2129 9 17 2 76 washbasin
1570367227 24 2121 10 15 6 94 kitchenfaucet
1565081484 53 2117 8 10 1 54 kitchenfaucet
1571471657 24 2114 10 9 5 99 kitchenfaucet
1552243624 35 2111 3 19 6 69 kitchenfaucet
1554186002 75 2110 4 8 1 33 washbasin
1571509364 35 2109 10 20 5 63 bidet
1562439866 24 2105 7 21 5 166 washbasin
1569915704 51 2103 10 9 1 45 bidet
1571093951 36 2103 10 0 1 63 bidet
1572120399 30 2092 10 22 5 72 washbasin
1572216970 63 2087 10 23 6 36 washbasin
1568470660 35 2083 9 16 5 63 washbasin
1572247690 42 2067 10 8 0 54 bidet
1560703400 44 2065 6 18 6 51 bidet
1550656402 30 2063 2 10 2 72 washbasin
1568401781 37 2061 9 21 4 76 washbasin
1570292407 23 2060 10 18 5 92 bidet
1569698774 37 2060 9 21 5 58 kitchenfaucet
1562772072 21 2057 7 17 2 105 kitchenfaucet
1559384344 25 2054 6 12 5 85 kitchenfaucet
1560192506 53 2052 6 20 0 42 kitchenfaucet
1560093427 38 2048 6 17 6 58 bidet
1556004721 34 2040 4 9 1 63 bidet
1555482092 36 2037 4 8 2 58 bidet
1570299957 30 2032 10 20 5 72 washbasin
1557424931 42 2031 5 20 3 54 kitchenfaucet
1560317900 47 2029 6 7 2 58 kitchenfaucet
1553238160 28 2028 3 8 4 78 kitchenfaucet
1571204308 28 2027 10 7 2 78 bidet
1569021237 37 2025 9 1 5 56 bidet
1556753981 38 2025 5 1 3 56 washbasin
1567749607 77 2025 9 8 4 29 washbasin
1570897625 39 2015 10 18 5 56 kitchenfaucet
1569090228 23 2013 9 20 5 99 kitchenfaucet
1570897739 50 2011 10 18 5 45 kitchenfaucet
1556700701 29 2010 5 10 2 72 bidet
1562518884 33 2007 7 19 6 65 bidet
1563983893 34 2007 7 17 2 63 kitchenfaucet
1551444243 41 2005 3 13 4 56 bidet
1553842061 38 1994 3 7 4 54 bidet
1557169369 53 1993 5 21 0 40 kitchenfaucet
1565941857 33 1993 8 9 4 63 kitchenfaucet
1555428943 39 1993 4 17 1 69 washbasin
1566023437 41 1992 8 8 5 65 kitchenfaucet
1572294977 41 1992 10 21 0 54 kitchenfaucet
1562170263 30 1991 7 18 2 69 kitchenfaucet
1567628895 31 1991 9 22 2 67 kitchenfaucet
1560201417 45 1988 6 23 0 87 kitchenfaucet
1562804887 40 1988 7 2 3 51 kitchenfaucet
1553150424 80 1988 3 7 3 29 washbasin
1556397945 23 1986 4 22 5 96 washbasin
1551336126 44 1983 2 7 3 47 washbasin
1570773137 30 1981 10 7 4 69 bidet
1559471144 36 1981 6 12 6 58 washbasin
1561440600 60 1980 6 7 1 36 washbasin
1561919665 62 1979 6 20 6 33 bidet
1551193074 14 1978 2 15 1 159 washbasin
1556025275 56 1970 4 15 1 40 kitchenfaucet
1570922749 59 1969 10 1 6 56 kitchenfaucet
1553354916 72 1969 3 16 5 29 washbasin
1562775068 35 1968 7 18 2 58 kitchenfaucet
1558769710 38 1967 5 9 5 56 bidet
1564341985 18 1966 7 21 6 135 bidet
1569655839 24 1965 9 9 5 90 bidet
1569838605 39 1959 9 12 0 51 washbasin
1560062571 28 1958 6 8 6 74 kitchenfaucet
1553423715 36 1957 3 11 6 60 kitchenfaucet
1553425532 24 1957 3 12 6 87 kitchenfaucet
1571563900 37 1953 10 11 6 63 bidet
1560847779 25 1949 6 10 1 130 kitchenfaucet
1568886985 27 1945 9 11 3 78 washbasin
1554354916 40 1942 4 7 3 51 bidet
1552307154 34 1939 3 13 0 60 kitchenfaucet
1555428816 35 1937 4 17 1 60 washbasin
1551079831 42 1934 2 8 0 49 bidet
1552515961 33 1934 3 23 2 63 bidet
1550850687 33 1934 2 16 4 60 washbasin
1560291085 40 1933 6 0 2 51 kitchenfaucet
1564355040 55 1933 7 1 0 92 washbasin
1566153998 98 1931 8 20 6 22 washbasin
1559592030 34 1925 6 22 0 58 kitchenfaucet
1563995344 30 1925 7 21 2 67 washbasin
1554485974 37 1924 4 19 4 74 washbasin
1571759300 29 1922 10 17 1 72 kitchenfaucet
1558590662 29 1921 5 7 3 69 kitchenfaucet
1559384776 33 1919 6 12 5 60 kitchenfaucet
1553356123 38 1915 3 16 5 54 washbasin
1561221944 107 1914 6 18 5 22 washbasin
1569096098 38 1914 9 22 5 54 washbasin
