duration liters month hour day max_flow fixture num_fixture av_flow_rate sec_from_midnight
28 396 3 16 5 15 washbasin 4 14.1428571428571 56209
14 396 8 19 0 31 washbasin 4 28.2857142857143 63826
25 395 6 11 1 18 washbasin 4 15.8 35215
29 395 6 9 3 15 washbasin 4 13.6206896551724 25934
18 394 8 21 4 24 washbasin 4 21.8888888888889 69704
20 394 9 8 4 22 washbasin 4 19.7 22114
15 393 3 18 3 29 washbasin 4 26.2 63735
28 393 6 8 1 18 washbasin 4 14.0357142857143 22490
14 393 7 0 3 33 washbasin 4 28.0714285714286 79850
13 391 9 10 1 33 washbasin 4 30.0769230769231 28989
13 388 6 19 0 33 washbasin 4 29.8461538461538 62889
23 387 9 23 0 18 washbasin 4 16.8260869565217 76864
10 386 10 20 5 40 washbasin 4 38.6 67574
13 385 9 11 2 31 washbasin 4 29.6153846153846 33802
12 384 10 21 6 36 washbasin 4 32 71959
20 383 3 12 5 20 washbasin 4 19.15 40812
15 383 6 12 6 33 washbasin 4 25.5333333333333 38207
12 382 6 8 2 36 washbasin 4 31.8333333333333 23241
13 382 7 7 3 31 washbasin 4 29.3846153846154 20504
10 380 4 13 1 40 washbasin 4 38 41398
12 380 9 12 3 36 washbasin 4 31.6666666666667 37110
21 377 4 17 1 20 washbasin 4 17.952380952381 57588
14 376 6 16 4 29 washbasin 4 26.8571428571429 51635
12 376 9 18 2 33 washbasin 4 31.3333333333333 58415
11 376 10 8 4 38 washbasin 4 34.1818181818182 22041
10 375 9 19 4 40 washbasin 4 37.5 64243
18 375 10 0 4 22 washbasin 4 20.8333333333333 81764
17 374 3 18 3 24 washbasin 4 22 61410
14 374 5 8 3 38 washbasin 4 26.7142857142857 24299
17 373 3 20 4 24 washbasin 4 21.9411764705882 69027
28 370 3 15 4 15 washbasin 4 13.2142857142857 50972
21 369 5 18 1 20 washbasin 4 17.5714285714286 60759
13 369 7 22 3 31 washbasin 4 28.3846153846154 73778
20 368 3 8 4 20 washbasin 4 18.4 28154
16 368 8 20 4 24 washbasin 4 23 64922
21 368 8 12 4 20 washbasin 4 17.5238095238095 37790
20 367 4 8 4 20 washbasin 4 18.35 24595
10 366 10 19 0 47 washbasin 4 36.6 67526
12 365 6 20 0 33 washbasin 4 30.4166666666667 65221
14 361 4 10 5 31 washbasin 4 25.7857142857143 31957
10 360 10 16 3 36 washbasin 4 36 51567
23 358 3 1 6 18 washbasin 4 15.5652173913043 180
14 358 5 10 5 31 washbasin 4 25.5714285714286 31312
17 358 6 20 5 22 washbasin 4 21.0588235294118 66575
16 356 5 8 1 29 washbasin 4 22.25 24476
17 356 6 11 6 22 washbasin 4 20.9411764705882 34343
21 356 6 10 2 20 washbasin 4 16.952380952381 29603
14 354 5 11 5 31 washbasin 4 25.2857142857143 33200
19 353 6 12 6 20 washbasin 4 18.5789473684211 37096
18 352 5 23 2 20 washbasin 4 19.5555555555556 77434
10 352 6 16 6 38 washbasin 4 35.2 52133
13 351 9 20 5 31 washbasin 4 27 67116
11 351 10 8 3 36 washbasin 4 31.9090909090909 24182
17 350 3 8 0 22 washbasin 4 20.5882352941176 27678
19 350 9 23 6 20 washbasin 4 18.421052631579 76701
24 348 3 17 6 18 washbasin 4 14.5 54407
18 347 4 0 5 22 washbasin 4 19.2777777777778 80926
18 346 3 7 3 20 washbasin 4 19.2222222222222 24405
23 346 7 8 0 18 washbasin 4 15.0434782608696 24637
13 346 9 22 1 29 washbasin 4 26.6153846153846 73251
17 345 3 12 1 22 washbasin 4 20.2941176470588 40251
22 345 3 18 3 18 washbasin 4 15.6818181818182 64048
20 345 6 10 2 18 washbasin 4 17.25 32058
10 343 5 21 5 38 washbasin 4 34.3 70657
10 343 7 20 5 38 washbasin 4 34.3 67891
10 342 9 6 2 36 washbasin 4 34.2 15881
17 341 3 18 1 24 washbasin 4 20.0588235294118 64185
17 341 9 8 0 22 washbasin 4 20.0588235294118 24305
11 339 3 14 4 36 washbasin 4 30.8181818181818 47924
12 339 4 18 6 29 washbasin 4 28.25 60413
17 339 5 0 4 22 washbasin 4 19.9411764705882 80873
11 339 9 22 2 33 washbasin 4 30.8181818181818 73230
11 339 10 7 1 33 washbasin 4 30.8181818181818 21244
19 339 10 21 3 20 washbasin 4 17.8421052631579 69988
17 338 3 8 4 22 washbasin 4 19.8823529411765 27495
13 338 4 21 5 31 washbasin 4 26 70935
15 335 9 23 2 27 washbasin 4 22.3333333333333 76293
17 334 4 13 5 22 washbasin 4 19.6470588235294 39767
15 333 7 21 6 27 washbasin 4 22.2 70093
11 332 10 8 5 33 washbasin 4 30.1818181818182 23587
11 331 6 21 0 33 washbasin 4 30.0909090909091 70444
16 330 4 0 4 22 washbasin 4 20.625 81035
16 329 5 21 5 27 washbasin 4 20.5625 70888
19 329 8 18 3 20 washbasin 4 17.3157894736842 60824
12 328 6 12 4 31 washbasin 4 27.3333333333333 38210
10 328 10 21 3 36 washbasin 4 32.8 70391
12 327 3 23 2 31 washbasin 4 27.25 82594
10 327 9 8 4 36 washbasin 4 32.7 22257
13 326 7 2 3 29 washbasin 4 25.0769230769231 2396
13 326 9 23 6 29 washbasin 4 25.0769230769231 76840
11 325 6 20 0 33 washbasin 4 29.5454545454545 67154
20 325 6 15 1 20 washbasin 4 16.25 48095
14 325 6 20 0 29 washbasin 4 23.2142857142857 66872
17 324 3 0 1 20 washbasin 4 19.0588235294118 85478
11 324 6 16 4 31 washbasin 4 29.4545454545455 51205
23 323 5 9 5 18 washbasin 4 14.0434782608696 28672
14 323 6 22 5 27 washbasin 4 23.0714285714286 75141
15 323 6 13 4 24 washbasin 4 21.5333333333333 42975
27 323 6 12 2 49 washbasin 4 11.962962962963 37817
18 321 3 15 4 20 washbasin 4 17.8333333333333 53646
11 321 6 18 1 33 washbasin 4 29.1818181818182 60532
15 320 4 23 2 22 washbasin 4 21.3333333333333 76626
10 320 6 12 2 33 washbasin 4 32 36480
24 320 9 2 2 15 washbasin 4 13.3333333333333 3022
13 319 7 11 0 31 washbasin 4 24.5384615384615 33336
11 319 8 20 2 33 washbasin 4 29 65872
17 318 4 22 3 20 washbasin 4 18.7058823529412 73517
15 318 4 9 1 22 washbasin 4 21.2 28069
20 318 6 12 2 20 washbasin 4 15.9 37504
16 316 4 20 1 22 washbasin 4 19.75 66635
17 316 6 18 6 20 washbasin 4 18.5882352941176 57856
12 316 6 8 4 29 washbasin 4 26.3333333333333 21865
17 314 7 0 2 20 washbasin 4 18.4705882352941 81439
10 313 4 22 5 137 washbasin 4 31.3 72023
10 313 9 21 4 33 washbasin 4 31.3 69888
11 312 10 16 3 31 washbasin 4 28.3636363636364 53041
10 311 2 22 4 33 washbasin 4 31.1 77230
16 311 7 0 3 22 washbasin 4 19.4375 81019
10 311 9 4 6 33 washbasin 4 31.1 10062
24 310 3 5 3 15 washbasin 4 12.9166666666667 16646
18 309 3 0 1 18 washbasin 4 17.1666666666667 84988
20 309 4 0 1 18 washbasin 4 15.45 80562
17 309 4 18 1 20 washbasin 4 18.1764705882353 58185
18 309 6 14 6 20 washbasin 4 17.1666666666667 43502
17 308 3 15 5 20 washbasin 4 18.1176470588235 52501
17 306 3 21 5 20 washbasin 4 18 72564
11 306 9 21 4 31 washbasin 4 27.8181818181818 70771
19 305 5 7 1 20 washbasin 4 16.0526315789474 20104
22 304 3 11 1 15 washbasin 4 13.8181818181818 38678
12 304 7 8 1 29 washbasin 4 25.3333333333333 24599
26 304 9 3 0 13 washbasin 4 11.6923076923077 3805
10 302 4 15 4 33 washbasin 4 30.2 47906
15 301 6 14 2 22 washbasin 4 20.0666666666667 43305
11 300 4 11 3 31 washbasin 4 27.2727272727273 33763
19 299 8 18 0 18 washbasin 4 15.7368421052632 61145
13 298 3 13 4 24 washbasin 4 22.9230769230769 43351
14 298 4 11 3 24 washbasin 4 21.2857142857143 34528
11 297 6 14 4 31 washbasin 4 27 44024
10 297 7 21 6 31 washbasin 4 29.7 69263
22 296 4 2 5 15 washbasin 4 13.4545454545455 1844
18 296 6 12 5 20 washbasin 4 16.4444444444444 37239
11 296 10 7 1 29 washbasin 4 26.9090909090909 20224
16 295 4 0 6 20 washbasin 4 18.4375 81585
20 294 5 0 1 15 washbasin 4 14.7 81982
16 294 6 12 0 20 washbasin 4 18.375 38006
11 293 4 11 3 31 washbasin 4 26.6363636363636 32479
17 293 5 0 3 18 washbasin 4 17.2352941176471 81791
17 293 5 1 3 20 washbasin 4 17.2352941176471 83607
16 293 6 7 0 20 washbasin 4 18.3125 21422
14 292 6 19 0 24 washbasin 4 20.8571428571429 62999
11 292 7 21 1 29 washbasin 4 26.5454545454545 69318
10 290 6 8 2 33 washbasin 4 29 24391
10 290 6 17 5 31 washbasin 4 29 54935
17 290 9 23 1 18 washbasin 4 17.0588235294118 78581
15 290 9 0 0 22 washbasin 4 19.3333333333333 80536
13 289 3 16 6 24 washbasin 4 22.2307692307692 53623
16 287 5 8 4 20 washbasin 4 17.9375 21875
19 287 7 1 5 20 washbasin 4 15.1052631578947 84269
17 287 10 16 6 20 washbasin 4 16.8823529411765 52615
12 285 8 22 6 29 washbasin 4 23.75 72590
20 284 7 22 6 15 washbasin 4 14.2 73218
14 284 8 19 6 29 washbasin 4 20.2857142857143 61590
13 283 3 18 1 24 washbasin 4 21.7692307692308 63413
10 283 4 19 3 31 washbasin 4 28.3 62136
13 283 6 18 4 24 washbasin 4 21.7692307692308 58446
16 283 7 16 6 20 washbasin 4 17.6875 53321
14 281 5 22 0 22 washbasin 4 20.0714285714286 73669
12 278 5 22 2 29 washbasin 4 23.1666666666667 74527
18 277 6 0 2 18 washbasin 4 15.3888888888889 80805
16 277 6 23 2 20 washbasin 4 17.3125 75812
15 275 3 12 2 20 washbasin 4 18.3333333333333 41004
19 274 2 13 5 18 washbasin 4 14.4210526315789 43809
13 274 6 14 2 22 washbasin 4 21.0769230769231 46221
10 273 5 14 6 31 washbasin 4 27.3 44411
15 268 3 18 3 20 washbasin 4 17.8666666666667 62686
14 268 7 22 0 22 washbasin 4 19.1428571428571 74377
17 267 5 20 0 18 washbasin 4 15.7058823529412 64890
11 267 10 23 3 29 washbasin 4 24.2727272727273 75873
17 265 4 8 1 18 washbasin 4 15.5882352941176 24132
13 265 7 9 0 22 washbasin 4 20.3846153846154 27890
13 264 4 19 2 22 washbasin 4 20.3076923076923 63566
16 264 7 8 2 18 washbasin 4 16.5 22563
11 263 7 8 3 29 washbasin 4 23.9090909090909 21869
12 262 4 19 3 24 washbasin 4 21.8333333333333 61414
22 262 7 22 0 13 washbasin 4 11.9090909090909 73938
18 260 3 16 1 15 washbasin 4 14.4444444444444 55293
26 260 4 19 4 11 washbasin 4 10 61930
14 260 5 10 3 20 washbasin 4 18.5714285714286 30042
19 260 6 14 2 18 washbasin 4 13.6842105263158 46252
16 260 9 19 0 20 washbasin 4 16.25 63168
12 259 6 22 4 24 washbasin 4 21.5833333333333 75599
15 259 7 8 2 20 washbasin 4 17.2666666666667 22688
17 259 8 0 0 20 washbasin 4 15.2352941176471 80255
15 257 5 23 3 18 washbasin 4 17.1333333333333 76965
14 257 8 0 2 20 washbasin 4 18.3571428571429 82265
14 257 9 19 1 20 washbasin 4 18.3571428571429 64737
15 256 3 20 4 20 washbasin 4 17.0666666666667 70511
13 254 5 22 1 22 washbasin 4 19.5384615384615 74199
13 254 6 1 4 22 washbasin 4 19.5384615384615 84296
10 254 9 20 3 29 washbasin 4 25.4 67454
14 253 9 16 1 20 washbasin 4 18.0714285714286 51942
13 252 5 21 1 20 washbasin 4 19.3846153846154 69126
10 251 2 23 2 31 washbasin 4 25.1 79942
15 251 7 12 2 20 washbasin 4 16.7333333333333 38346
13 250 4 14 4 20 washbasin 4 19.2307692307692 45917
16 250 5 2 5 18 washbasin 4 15.625 1000
17 250 6 23 0 18 washbasin 4 14.7058823529412 77711
