duration liters month hour day max_flow fixture num_fixture av_flow_rate sec_from_midnight
29 843 4 10 4 31 washbasin 4 29.0689655172414 30564
56 843 7 13 3 18 washbasin 4 15.0535714285714 40875
12 840 9 13 1 72 washbasin 4 70 40758
13 839 2 11 1 108 washbasin 4 64.5384615384615 38369
23 838 2 23 2 38 washbasin 4 36.4347826086956 80808
38 838 5 8 4 29 washbasin 4 22.0526315789474 24012
12 837 8 18 0 74 washbasin 4 69.75 60982
53 836 6 17 2 20 washbasin 4 15.7735849056604 54627
15 834 6 13 1 58 washbasin 4 55.6 40986
17 833 9 20 0 51 washbasin 4 49 66267
16 828 10 21 0 54 washbasin 4 51.75 73792
30 827 3 12 5 31 washbasin 4 27.5666666666667 43012
18 825 8 11 4 49 washbasin 4 45.8333333333333 33463
23 820 4 20 0 36 washbasin 4 35.6521739130435 65677
43 820 7 8 3 20 washbasin 4 19.0697674418605 22873
21 818 9 18 6 40 washbasin 4 38.9523809523809 60877
27 815 8 18 1 31 washbasin 4 30.1851851851852 59036
47 813 6 8 0 20 washbasin 4 17.2978723404255 21844
41 813 7 19 2 22 washbasin 4 19.8292682926829 63601
23 813 9 7 4 38 washbasin 4 35.3478260869565 20930
20 812 10 15 1 42 washbasin 4 40.6 49074
27 811 3 8 4 31 washbasin 4 30.037037037037 25272
23 810 3 10 5 38 washbasin 4 35.2173913043478 35657
20 810 6 8 3 42 washbasin 4 40.5 23165
27 808 3 7 3 33 washbasin 4 29.9259259259259 23646
21 807 9 23 0 42 washbasin 4 38.4285714285714 75769
21 805 2 20 0 40 washbasin 4 38.3333333333333 71957
37 805 3 5 3 24 washbasin 4 21.7567567567568 16178
42 805 3 8 4 22 washbasin 4 19.1666666666667 26387
16 804 3 20 2 54 washbasin 4 50.25 69317
24 802 7 8 1 36 washbasin 4 33.4166666666667 23552
29 801 3 12 1 31 washbasin 4 27.6206896551724 41780
13 795 7 13 5 65 washbasin 4 61.1538461538462 42256
13 795 9 14 4 65 washbasin 4 61.1538461538462 44443
16 795 9 12 3 51 washbasin 4 49.6875 36953
42 793 5 2 5 31 washbasin 4 18.8809523809524 1040
26 793 8 10 5 31 washbasin 4 30.5 31283
25 791 4 14 0 33 washbasin 4 31.64 43699
27 790 4 17 5 31 washbasin 4 29.2592592592593 54764
18 788 5 8 2 60 washbasin 4 43.7777777777778 24658
10 786 10 20 5 81 washbasin 4 78.6 67345
12 786 10 7 3 69 washbasin 4 65.5 20689
59 785 5 4 5 15 washbasin 4 13.3050847457627 9498
29 784 7 20 1 42 washbasin 4 27.0344827586207 68021
10 783 4 18 4 83 washbasin 4 78.3 59129
49 782 6 4 5 20 washbasin 4 15.9591836734694 8916
19 781 9 18 5 45 washbasin 4 41.1052631578947 57769
13 780 4 8 2 63 washbasin 4 60 22853
18 780 9 0 1 45 washbasin 4 43.3333333333333 81035
24 779 4 9 3 38 washbasin 4 32.4583333333333 25707
50 777 5 4 2 18 washbasin 4 15.54 9560
37 775 3 16 1 24 washbasin 4 20.9459459459459 54693
17 775 6 19 0 47 washbasin 4 45.5882352941176 62749
19 774 3 12 0 42 washbasin 4 40.7368421052632 42705
24 774 9 10 1 33 washbasin 4 32.25 29034
18 773 6 10 4 47 washbasin 4 42.9444444444444 29045
14 772 2 14 6 58 washbasin 4 55.1428571428571 49590
36 771 3 14 3 22 washbasin 4 21.4166666666667 49935
14 770 2 11 4 58 washbasin 4 55 37648
68 770 7 8 2 13 washbasin 4 11.3235294117647 23356
13 769 3 0 5 72 washbasin 4 59.1538461538462 83771
10 769 3 14 6 83 washbasin 4 76.9 50135
34 769 4 8 1 29 washbasin 4 22.6176470588235 24000
29 768 7 21 6 29 washbasin 4 26.4827586206897 69433
15 767 2 23 3 56 washbasin 4 51.1333333333333 79333
23 765 10 8 1 36 washbasin 4 33.2608695652174 22262
21 764 6 19 1 45 washbasin 4 36.3809523809524 64570
32 764 10 8 4 29 washbasin 4 23.875 22508
30 763 9 21 3 47 washbasin 4 25.4333333333333 69189
31 762 4 14 5 31 washbasin 4 24.5806451612903 45285
22 761 8 20 2 38 washbasin 4 34.5909090909091 65842
13 760 10 15 5 63 washbasin 4 58.4615384615385 50355
26 757 3 13 6 31 washbasin 4 29.1153846153846 45778
35 754 3 7 4 24 washbasin 4 21.5428571428571 24632
16 754 6 0 6 51 washbasin 4 47.125 79750
25 753 5 2 5 33 washbasin 4 30.12 1905
12 753 9 14 2 67 washbasin 4 62.75 43612
27 749 3 19 6 31 washbasin 4 27.7407407407407 67289
15 749 3 23 2 51 washbasin 4 49.9333333333333 81194
21 748 3 21 1 38 washbasin 4 35.6190476190476 73333
49 746 7 21 6 18 washbasin 4 15.2244897959184 69294
18 746 9 20 4 42 washbasin 4 41.4444444444444 68203
21 745 2 8 0 38 washbasin 4 35.4761904761905 27426
40 743 4 4 6 20 washbasin 4 18.575 9786
41 741 4 16 1 20 washbasin 4 18.0731707317073 52620
26 738 3 13 5 31 washbasin 4 28.3846153846154 43572
23 738 9 21 3 33 washbasin 4 32.0869565217391 69048
24 736 8 22 4 31 washbasin 4 30.6666666666667 74056
17 735 7 13 6 45 washbasin 4 43.2352941176471 39670
20 734 2 14 4 38 washbasin 4 36.7 50205
12 733 4 10 5 67 washbasin 4 61.0833333333333 29832
28 733 5 9 3 31 washbasin 4 26.1785714285714 25486
18 731 9 1 5 45 washbasin 4 40.6111111111111 83686
24 730 5 18 2 33 washbasin 4 30.4166666666667 59438
15 728 3 22 0 49 washbasin 4 48.5333333333333 78444
19 728 7 18 1 40 washbasin 4 38.3157894736842 59826
12 728 9 9 5 65 washbasin 4 60.6666666666667 27161
16 726 2 22 5 49 washbasin 4 45.375 76029
20 725 6 18 1 38 washbasin 4 36.25 60632
17 724 10 8 2 45 washbasin 4 42.5882352941177 23633
34 722 3 12 1 24 washbasin 4 21.2352941176471 42216
12 722 9 11 5 65 washbasin 4 60.1666666666667 32681
22 721 7 22 5 38 washbasin 4 32.7727272727273 72067
20 720 3 10 4 38 washbasin 4 36 32685
19 720 9 11 3 40 washbasin 4 37.8947368421053 33620
20 718 5 20 4 38 washbasin 4 35.9 67141
21 717 6 15 2 36 washbasin 4 34.1428571428571 50293
48 716 6 8 3 18 washbasin 4 14.9166666666667 23356
22 716 9 22 4 33 washbasin 4 32.5454545454545 74018
11 714 4 23 0 76 washbasin 4 64.9090909090909 78691
25 714 6 14 2 33 washbasin 4 28.56 44939
14 714 9 21 4 54 washbasin 4 51 69776
19 713 3 15 1 40 washbasin 4 37.5263157894737 51751
16 711 10 3 5 45 washbasin 4 44.4375 4409
22 710 6 15 4 33 washbasin 4 32.2727272727273 49789
15 707 3 11 0 49 washbasin 4 47.1333333333333 37537
19 706 8 18 4 38 washbasin 4 37.1578947368421 59983
17 706 9 22 1 45 washbasin 4 41.5294117647059 73410
15 703 8 12 0 51 washbasin 4 46.8666666666667 37327
36 699 3 8 0 22 washbasin 4 19.4166666666667 27468
37 699 10 8 0 22 washbasin 4 18.8918918918919 26873
18 698 2 0 1 42 washbasin 4 38.7777777777778 83119
10 698 6 11 2 76 washbasin 4 69.8 35272
19 693 7 20 3 40 washbasin 4 36.4736842105263 68323
11 693 10 10 5 65 washbasin 4 63 29771
18 691 6 4 5 40 washbasin 4 38.3888888888889 10663
37 691 6 2 1 22 washbasin 4 18.6756756756757 1811
36 690 3 10 6 22 washbasin 4 19.1666666666667 34782
18 689 6 19 3 40 washbasin 4 38.2777777777778 62323
17 687 8 19 0 42 washbasin 4 40.4117647058824 61248
17 684 5 19 1 42 washbasin 4 40.2352941176471 64404
10 683 10 17 1 76 washbasin 4 68.3 55560
18 681 7 4 6 121 washbasin 4 37.8333333333333 9993
19 679 3 21 6 38 washbasin 4 35.7368421052632 72354
32 679 4 18 2 24 washbasin 4 21.21875 59469
10 679 6 14 6 72 washbasin 4 67.9 43666
35 676 4 14 6 20 washbasin 4 19.3142857142857 44062
41 676 5 8 1 20 washbasin 4 16.4878048780488 22896
21 673 5 0 3 36 washbasin 4 32.047619047619 81221
23 673 5 8 3 31 washbasin 4 29.2608695652174 23806
16 673 9 7 0 45 washbasin 4 42.0625 20176
30 670 2 9 6 24 washbasin 4 22.3333333333333 30795
21 670 2 8 0 36 washbasin 4 31.9047619047619 26549
34 670 6 8 3 22 washbasin 4 19.7058823529412 24506
15 667 9 12 3 47 washbasin 4 44.4666666666667 36463
21 663 4 4 3 33 washbasin 4 31.5714285714286 8241
27 662 4 9 3 31 washbasin 4 24.5185185185185 27933
25 662 5 8 1 33 washbasin 4 26.48 22206
39 662 6 10 6 58 washbasin 4 16.974358974359 29432
14 662 6 10 6 54 washbasin 4 47.2857142857143 30326
10 662 9 20 5 69 washbasin 4 66.2 67267
15 661 8 14 5 49 washbasin 4 44.0666666666667 43447
17 660 6 14 2 40 washbasin 4 38.8235294117647 44170
15 659 2 20 3 56 washbasin 4 43.9333333333333 68790
23 659 5 21 5 31 washbasin 4 28.6521739130435 70116
24 659 7 9 0 31 washbasin 4 27.4583333333333 28716
31 658 4 8 2 24 washbasin 4 21.2258064516129 22550
12 655 6 17 5 58 washbasin 4 54.5833333333333 56019
14 655 10 23 4 49 washbasin 4 46.7857142857143 75793
18 654 3 13 4 38 washbasin 4 36.3333333333333 46711
12 653 2 20 3 56 washbasin 4 54.4166666666667 71113
33 652 6 11 2 22 washbasin 4 19.7575757575758 32604
24 652 7 19 2 60 washbasin 4 27.1666666666667 63507
33 651 9 18 5 22 washbasin 4 19.7272727272727 60393
15 651 9 0 1 45 washbasin 4 43.4 81863
53 649 2 3 4 15 washbasin 4 12.2452830188679 8216
13 649 7 9 0 51 washbasin 4 49.9230769230769 25952
27 646 6 8 1 29 washbasin 4 23.9259259259259 22411
14 643 8 20 6 47 washbasin 4 45.9285714285714 67798
15 643 9 0 1 47 washbasin 4 42.8666666666667 79997
12 642 2 23 3 58 washbasin 4 53.5 81212
18 642 6 11 2 38 washbasin 4 35.6666666666667 34240
20 642 7 1 0 33 washbasin 4 32.1 85928
18 640 6 14 2 38 washbasin 4 35.5555555555556 44995
17 635 3 19 6 40 washbasin 4 37.3529411764706 66938
34 634 7 7 3 20 washbasin 4 18.6470588235294 21424
14 634 10 12 5 49 washbasin 4 45.2857142857143 38113
31 633 5 8 2 22 washbasin 4 20.4193548387097 22935
16 633 6 8 4 45 washbasin 4 39.5625 23854
24 631 4 18 0 31 washbasin 4 26.2916666666667 57795
13 631 6 15 5 51 washbasin 4 48.5384615384615 49945
20 630 10 8 5 33 washbasin 4 31.5 22699
34 629 3 10 6 20 washbasin 4 18.5 34447
20 629 9 21 5 33 washbasin 4 31.45 71644
19 628 5 8 2 36 washbasin 4 33.0526315789474 24596
19 628 7 20 4 36 washbasin 4 33.0526315789474 68157
12 628 9 14 5 54 washbasin 4 52.3333333333333 45676
14 628 9 7 0 51 washbasin 4 44.8571428571429 21430
16 627 9 9 3 42 washbasin 4 39.1875 27176
17 627 9 7 0 40 washbasin 4 36.8823529411765 20784
30 624 6 12 6 22 washbasin 4 20.8 37677
16 624 6 10 1 40 washbasin 4 39 31062
20 624 9 18 3 33 washbasin 4 31.2 61183
21 624 10 13 1 33 washbasin 4 29.7142857142857 40155
18 623 7 18 2 36 washbasin 4 34.6111111111111 57848
20 618 9 8 1 33 washbasin 4 30.9 23278
13 617 5 21 3 49 washbasin 4 47.4615384615385 71149
33 615 3 8 2 20 washbasin 4 18.6363636363636 26055
18 615 4 11 1 38 washbasin 4 34.1666666666667 35772
11 615 5 13 6 58 washbasin 4 55.9090909090909 42914
34 614 3 18 2 20 washbasin 4 18.0588235294118 61851
21 614 7 8 2 31 washbasin 4 29.2380952380952 23445
10 610 3 7 3 67 washbasin 4 61 25012
15 610 5 2 5 42 washbasin 4 40.6666666666667 978
20 610 9 16 5 31 washbasin 4 30.5 51367
17 608 6 9 2 38 washbasin 4 35.7647058823529 26669
15 607 6 1 4 42 washbasin 4 40.4666666666667 84560
20 607 6 11 6 33 washbasin 4 30.35 32483
30 607 9 8 2 24 washbasin 4 20.2333333333333 23691
29 606 7 18 5 22 washbasin 4 20.8965517241379 59554
17 606 10 1 3 38 washbasin 4 35.6470588235294 84233
13 605 2 18 5 49 washbasin 4 46.5384615384615 64133
13 605 2 18 5 49 washbasin 4 46.5384615384615 64133
31 603 5 7 2 22 washbasin 4 19.4516129032258 19871
14 602 9 0 6 47 washbasin 4 43 80856
11 602 10 21 2 60 washbasin 4 54.7272727272727 71417
10 602 10 23 5 67 washbasin 4 60.2 76399
17 601 3 11 3 40 washbasin 4 35.3529411764706 38277
17 600 3 11 5 38 washbasin 4 35.2941176470588 37144
18 600 4 10 6 38 washbasin 4 33.3333333333333 31759
20 600 7 18 2 33 washbasin 4 30 58149
14 600 9 18 5 45 washbasin 4 42.8571428571429 57692
34 599 7 8 3 20 washbasin 4 17.6176470588235 23192
17 598 3 23 2 38 washbasin 4 35.1764705882353 80329
15 598 4 0 0 45 washbasin 4 39.8666666666667 81687
22 598 4 16 1 31 washbasin 4 27.1818181818182 52732
18 595 7 11 0 36 washbasin 4 33.0555555555556 33003
15 593 5 18 3 47 washbasin 4 39.5333333333333 59858
13 593 6 20 3 49 washbasin 4 45.6153846153846 67774
19 593 6 17 5 33 washbasin 4 31.2105263157895 56771
30 588 7 9 4 22 washbasin 4 19.6 27764
13 587 9 12 5 49 washbasin 4 45.1538461538462 38188
22 586 7 13 3 29 washbasin 4 26.6363636363636 40696
17 585 9 22 5 36 washbasin 4 34.4117647058824 73902
19 585 9 20 6 33 washbasin 4 30.7894736842105 66567
30 584 4 9 6 22 washbasin 4 19.4666666666667 26201
22 583 9 18 1 31 washbasin 4 26.5 60291
15 582 6 10 6 40 washbasin 4 38.8 30605
18 582 9 12 3 36 washbasin 4 32.3333333333333 36056
18 580 7 8 2 36 washbasin 4 32.2222222222222 23176
13 579 3 18 5 47 washbasin 4 44.5384615384615 64381
19 579 10 0 2 31 washbasin 4 30.4736842105263 82650
10 577 6 16 4 65 washbasin 4 57.7 52815
29 576 4 10 1 22 washbasin 4 19.8620689655172 29830
12 575 7 14 6 54 washbasin 4 47.9166666666667 43205
13 575 9 8 3 45 washbasin 4 44.2307692307692 23523
30 574 4 7 0 20 washbasin 4 19.1333333333333 21409
28 574 6 7 1 22 washbasin 4 20.5 21537
16 573 3 20 1 38 washbasin 4 35.8125 71060
16 573 3 12 6 38 washbasin 4 35.8125 40582
15 571 6 4 5 40 washbasin 4 38.0666666666667 8789
17 570 7 11 5 36 washbasin 4 33.5294117647059 34821
23 570 8 8 0 38 washbasin 4 24.7826086956522 24849
21 569 4 15 4 33 washbasin 4 27.0952380952381 47967
26 569 6 16 6 24 washbasin 4 21.8846153846154 51069
10 567 4 11 1 60 washbasin 4 56.7 35665
26 567 6 13 1 31 washbasin 4 21.8076923076923 40955
17 567 8 18 6 36 washbasin 4 33.3529411764706 59374
22 566 10 8 3 31 washbasin 4 25.7272727272727 21754
13 564 9 18 3 49 washbasin 4 43.3846153846154 57792
12 563 7 1 0 51 washbasin 4 46.9166666666667 86135
16 562 5 23 2 40 washbasin 4 35.125 75909
10 561 10 16 5 63 washbasin 4 56.1 52639
15 560 9 21 4 40 washbasin 4 37.3333333333333 69002
20 560 10 16 3 31 washbasin 4 28 53093
19 559 4 19 3 31 washbasin 4 29.4210526315789 62249
28 559 4 10 5 24 washbasin 4 19.9642857142857 30444
15 559 6 8 0 38 washbasin 4 37.2666666666667 25074
32 558 4 11 5 20 washbasin 4 17.4375 33150
11 558 10 23 2 54 washbasin 4 50.7272727272727 75631
43 557 5 5 6 15 washbasin 4 12.953488372093 12292
16 557 7 9 4 38 washbasin 4 34.8125 25217
14 556 6 14 0 40 washbasin 4 39.7142857142857 44192
13 556 9 12 5 45 washbasin 4 42.7692307692308 37297
10 555 9 18 2 60 washbasin 4 55.5 60036
15 554 9 23 4 38 washbasin 4 36.9333333333333 76111
14 554 10 8 3 40 washbasin 4 39.5714285714286 21966
15 553 10 15 3 38 washbasin 4 36.8666666666667 50386
17 552 4 23 6 36 washbasin 4 32.4705882352941 76104
18 552 5 20 4 33 washbasin 4 30.6666666666667 67639
18 551 5 22 1 33 washbasin 4 30.6111111111111 73342
12 550 10 7 3 49 washbasin 4 45.8333333333333 20736
38 546 3 8 1 18 washbasin 4 14.3684210526316 26351
21 545 8 10 5 31 washbasin 4 25.952380952381 30769
14 544 4 17 5 42 washbasin 4 38.8571428571429 56523
49 543 3 8 0 13 washbasin 4 11.0816326530612 26355
30 543 5 13 6 20 washbasin 4 18.1 39962
18 543 5 22 2 33 washbasin 4 30.1666666666667 75131
27 543 5 9 5 22 washbasin 4 20.1111111111111 27815
13 543 6 7 4 45 washbasin 4 41.7692307692308 21558
18 541 6 22 1 31 washbasin 4 30.0555555555556 75335
14 541 9 9 5 42 washbasin 4 38.6428571428571 26082
17 540 6 0 5 33 washbasin 4 31.7647058823529 81623
27 540 6 8 5 22 washbasin 4 20 23845
17 539 3 2 6 33 washbasin 4 31.7058823529412 4987
31 539 4 18 4 20 washbasin 4 17.3870967741935 57745
15 539 6 11 4 38 washbasin 4 35.9333333333333 32810
12 538 9 0 5 47 washbasin 4 44.8333333333333 82366
26 536 4 8 3 24 washbasin 4 20.6153846153846 25137
33 536 5 8 3 18 washbasin 4 16.2424242424242 22563
35 536 7 8 2 18 washbasin 4 15.3142857142857 23725
12 535 3 7 1 45 washbasin 4 44.5833333333333 24997
25 535 9 17 5 31 washbasin 4 21.4 55229
16 534 8 21 3 36 washbasin 4 33.375 71091
14 533 7 15 1 40 washbasin 4 38.0714285714286 49470
29 532 4 7 3 20 washbasin 4 18.3448275862069 19077
26 530 10 18 1 22 washbasin 4 20.3846153846154 60013
15 530 10 16 6 38 washbasin 4 35.3333333333333 51560
30 529 4 21 1 20 washbasin 4 17.6333333333333 69462
13 529 5 17 2 47 washbasin 4 40.6923076923077 56467
24 529 5 18 2 29 washbasin 4 22.0416666666667 59274
30 527 4 20 4 22 washbasin 4 17.5666666666667 66622
37 527 5 8 3 15 washbasin 4 14.2432432432432 23581
17 526 6 16 4 42 washbasin 4 30.9411764705882 52432
15 525 2 8 0 38 washbasin 4 35 27888
32 524 3 17 0 20 washbasin 4 16.375 59243
14 523 6 22 0 40 washbasin 4 37.3571428571429 72644
27 522 3 21 5 20 washbasin 4 19.3333333333333 73900
13 522 6 22 0 42 washbasin 4 40.1538461538462 72415
32 521 6 23 0 20 washbasin 4 16.28125 76837
12 521 10 18 5 45 washbasin 4 43.4166666666667 58115
18 520 4 18 6 33 washbasin 4 28.8888888888889 59846
19 520 10 16 5 29 washbasin 4 27.3684210526316 51210
13 519 10 22 2 42 washbasin 4 39.9230769230769 72115
13 519 10 8 3 42 washbasin 4 39.9230769230769 23963
19 518 4 0 5 31 washbasin 4 27.2631578947368 79689
12 518 10 13 0 47 washbasin 4 43.1666666666667 42596
11 518 10 18 1 54 washbasin 4 47.0909090909091 60061
11 515 5 21 0 49 washbasin 4 46.8181818181818 69171
13 515 8 2 1 42 washbasin 4 39.6153846153846 47
12 514 3 0 5 45 washbasin 4 42.8333333333333 83800
24 513 3 17 6 24 washbasin 4 21.375 55046
18 512 3 21 3 33 washbasin 4 28.4444444444444 73405
27 511 4 10 4 20 washbasin 4 18.9259259259259 31284
19 511 7 18 2 31 washbasin 4 26.8947368421053 58663
15 510 3 16 0 36 washbasin 4 34 57222
16 510 4 22 6 36 washbasin 4 31.875 74497
16 509 3 20 1 33 washbasin 4 31.8125 69050
17 509 6 11 5 33 washbasin 4 29.9411764705882 33442
12 509 9 20 4 45 washbasin 4 42.4166666666667 65328
26 508 4 19 4 22 washbasin 4 19.5384615384615 64283
16 508 4 19 2 33 washbasin 4 31.75 63888
12 508 5 8 2 45 washbasin 4 42.3333333333333 23227
16 506 7 15 2 36 washbasin 4 31.625 49037
17 505 3 7 3 33 washbasin 4 29.7058823529412 24780
17 505 6 19 3 33 washbasin 4 29.7058823529412 62886
11 504 2 0 3 65 washbasin 4 45.8181818181818 86091
12 504 5 8 4 45 washbasin 4 42 24301
23 500 7 9 0 24 washbasin 4 21.7391304347826 26948
15 499 6 17 2 38 washbasin 4 33.2666666666667 55380
25 498 6 17 6 22 washbasin 4 19.92 55319
13 498 9 8 1 40 washbasin 4 38.3076923076923 23642
16 490 9 9 3 33 washbasin 4 30.625 26896
12 490 10 21 3 47 washbasin 4 40.8333333333333 68640
15 489 10 22 4 33 washbasin 4 32.6 74511
23 488 5 8 2 24 washbasin 4 21.2173913043478 24385
11 487 10 8 2 47 washbasin 4 44.2727272727273 22131
16 486 6 13 2 31 washbasin 4 30.375 42812
13 484 7 16 5 38 washbasin 4 37.2307692307692 50480
22 483 5 15 6 29 washbasin 4 21.9545454545455 50370
24 483 5 17 3 22 washbasin 4 20.125 54865
17 483 7 17 2 31 washbasin 4 28.4117647058823 57505
33 482 6 7 6 18 washbasin 4 14.6060606060606 18914
16 480 5 10 6 33 washbasin 4 30 30459
14 480 7 15 1 36 washbasin 4 34.2857142857143 47800
13 479 2 10 1 38 washbasin 4 36.8461538461538 33758
29 479 6 7 1 20 washbasin 4 16.5172413793103 19932
16 478 4 17 4 33 washbasin 4 29.875 55337
13 478 4 8 1 40 washbasin 4 36.7692307692308 25070
18 474 5 15 4 31 washbasin 4 26.3333333333333 48466
36 474 7 18 6 15 washbasin 4 13.1666666666667 58170
14 472 9 6 2 36 washbasin 4 33.7142857142857 15519
15 471 2 15 1 33 washbasin 4 31.4 53572
12 471 5 2 5 114 washbasin 4 39.25 2018
13 468 4 10 5 38 washbasin 4 36 30126
31 468 4 8 1 18 washbasin 4 15.0967741935484 22837
31 468 5 7 2 18 washbasin 4 15.0967741935484 20149
30 465 6 9 2 18 washbasin 4 15.5 26639
12 465 10 20 1 42 washbasin 4 38.75 67496
16 462 7 17 1 31 washbasin 4 28.875 55963
11 462 9 12 1 45 washbasin 4 42 36218
14 461 2 8 2 36 washbasin 4 32.9285714285714 26520
24 461 4 12 5 22 washbasin 4 19.2083333333333 37676
10 461 6 16 4 51 washbasin 4 46.1 50800
16 460 3 20 0 31 washbasin 4 28.75 71611
14 460 7 21 0 36 washbasin 4 32.8571428571429 70335
17 459 3 8 3 33 washbasin 4 27 26802
17 459 10 8 4 29 washbasin 4 27 24228
15 456 3 17 0 33 washbasin 4 30.4 59585
13 456 7 0 6 36 washbasin 4 35.0769230769231 79941
13 455 5 10 5 38 washbasin 4 35 31115
17 455 9 0 4 31 washbasin 4 26.7647058823529 80189
33 453 3 8 3 15 washbasin 4 13.7272727272727 26259
10 453 9 10 6 49 washbasin 4 45.3 31427
16 452 3 0 2 31 washbasin 4 28.25 85202
15 452 4 1 6 33 washbasin 4 30.1333333333333 84523
10 452 7 12 6 47 washbasin 4 45.2 36849
15 451 6 0 2 33 washbasin 4 30.0666666666667 79805
16 450 3 16 1 31 washbasin 4 28.125 55789
25 450 6 11 1 18 washbasin 4 18 35749
14 450 8 10 0 33 washbasin 4 32.1428571428571 29916
13 449 3 9 1 38 washbasin 4 34.5384615384615 29235
37 449 5 7 3 13 washbasin 4 12.1351351351351 19595
23 448 7 0 0 22 washbasin 4 19.4782608695652 82221
28 447 6 17 2 20 washbasin 4 15.9642857142857 55058
13 447 6 20 6 36 washbasin 4 34.3846153846154 65576
10 447 7 12 0 47 washbasin 4 44.7 37053
12 447 10 1 4 40 washbasin 4 37.25 83256
22 445 7 19 5 22 washbasin 4 20.2272727272727 64677
14 445 10 1 4 33 washbasin 4 31.7857142857143 84221
13 444 9 2 5 36 washbasin 4 34.1538461538462 2917
11 444 9 9 5 42 washbasin 4 40.3636363636364 27509
14 442 4 14 4 33 washbasin 4 31.5714285714286 45256
11 442 9 23 3 42 washbasin 4 40.1818181818182 78849
15 441 6 23 6 31 washbasin 4 29.4 78582
27 441 9 18 5 18 washbasin 4 16.3333333333333 60726
28 441 10 18 1 18 washbasin 4 15.75 60893
13 440 5 22 2 36 washbasin 4 33.8461538461538 74939
12 439 7 8 2 38 washbasin 4 36.5833333333333 23634
19 438 7 10 3 29 washbasin 4 23.0526315789474 28958
11 436 4 18 2 42 washbasin 4 39.6363636363636 57963
34 436 6 7 1 13 washbasin 4 12.8235294117647 21180
14 436 6 15 4 33 washbasin 4 31.1428571428571 47482
26 436 8 19 1 18 washbasin 4 16.7692307692308 64231
12 435 3 8 1 38 washbasin 4 36.25 26794
22 434 4 2 5 22 washbasin 4 19.7272727272727 578
12 434 4 11 1 40 washbasin 4 36.1666666666667 33049
22 434 5 8 3 24 washbasin 4 19.7272727272727 23300
13 432 6 20 3 36 washbasin 4 33.2307692307692 65385
10 432 9 20 4 45 washbasin 4 43.2 67546
13 432 10 8 4 36 washbasin 4 33.2307692307692 23764
14 431 5 9 4 33 washbasin 4 30.7857142857143 25887
29 431 7 10 0 18 washbasin 4 14.8620689655172 29743
32 431 9 11 6 18 washbasin 4 13.46875 33411
32 429 6 19 1 54 washbasin 4 13.40625 63271
14 427 2 8 5 33 washbasin 4 30.5 28414
15 427 3 18 1 33 washbasin 4 28.4666666666667 64319
18 427 6 9 2 29 washbasin 4 23.7222222222222 25522
13 425 9 20 6 36 washbasin 4 32.6923076923077 66634
16 424 2 0 2 29 washbasin 4 26.5 84868
21 424 5 19 4 22 washbasin 4 20.1904761904762 62324
25 424 9 23 0 20 washbasin 4 16.96 76077
14 424 10 23 4 33 washbasin 4 30.2857142857143 76042
10 422 10 19 5 45 washbasin 4 42.2 61759
19 421 5 0 5 29 washbasin 4 22.1578947368421 79916
11 421 5 18 2 40 washbasin 4 38.2727272727273 57911
13 421 10 12 6 36 washbasin 4 32.3846153846154 42519
27 419 6 22 4 18 washbasin 4 15.5185185185185 74511
15 419 8 9 1 31 washbasin 4 27.9333333333333 28330
14 418 4 13 0 31 washbasin 4 29.8571428571429 41946
11 418 6 20 0 40 washbasin 4 38 66764
17 417 9 17 1 27 washbasin 4 24.5294117647059 55794
14 416 6 19 5 31 washbasin 4 29.7142857142857 61590
27 416 9 22 1 18 washbasin 4 15.4074074074074 72330
13 416 10 8 0 36 washbasin 4 32 22271
13 415 7 22 0 33 washbasin 4 31.9230769230769 73452
25 413 5 17 3 18 washbasin 4 16.52 55114
15 413 6 10 6 31 washbasin 4 27.5333333333333 29378
14 412 4 8 0 31 washbasin 4 29.4285714285714 23607
11 412 9 9 6 38 washbasin 4 37.4545454545455 26372
12 410 6 7 3 36 washbasin 4 34.1666666666667 21597
15 409 4 14 5 31 washbasin 4 27.2666666666667 43769
18 409 6 1 1 29 washbasin 4 22.7222222222222 83481
13 409 6 1 4 33 washbasin 4 31.4615384615385 85035
11 409 6 10 6 42 washbasin 4 37.1818181818182 29271
13 409 7 12 6 36 washbasin 4 31.4615384615385 38219
13 407 7 21 2 33 washbasin 4 31.3076923076923 68515
39 407 9 4 5 11 washbasin 4 10.4358974358974 9232
15 406 2 13 1 31 washbasin 4 27.0666666666667 45344
20 406 5 8 4 22 washbasin 4 20.3 23046
26 406 6 13 2 18 washbasin 4 15.6153846153846 41181
13 405 7 12 5 33 washbasin 4 31.1538461538462 39315
11 405 7 14 1 38 washbasin 4 36.8181818181818 46525
14 405 10 22 6 31 washbasin 4 28.9285714285714 74823
14 404 5 18 1 33 washbasin 4 28.8571428571429 60155
14 404 10 18 3 31 washbasin 4 28.8571428571429 60362
20 402 3 12 4 22 washbasin 4 20.1 41105
25 402 5 18 2 18 washbasin 4 16.08 59495
14 402 7 8 3 31 washbasin 4 28.7142857142857 24143
25 399 3 8 0 18 washbasin 4 15.96 27562
13 399 8 22 4 31 washbasin 4 30.6923076923077 73649
12 398 10 8 1 36 washbasin 4 33.1666666666667 23854
13 397 5 22 5 31 washbasin 4 30.5384615384615 75460
21 397 6 8 5 20 washbasin 4 18.9047619047619 25116
